,Price,Year,Mileage,City,State,Make,Model
659172,15095,2014,47549,Charlotte, NC,Nissan,SentraS
346598,42536,2015,42467,Newnan, GA,Ford,F-1502WD
677297,21988,2015,44535,Merriam, KS,Nissan,RogueSL
388842,11000,2011,56848,Miami, FL,Honda,Accord
323739,34578,2016,31366,Chehalis, WA,Ford,F-1504WD
305925,30993,2017,17115,Colma, CA,Ford,F-150Platinum
227912,27490,2017,5262,Montclair, CA,Dodge,DurangoSXT
288106,23800,2014,34453,Temecula, CA,Ford,F-1502WD
493648,21899,2017,29497,Easton, PA,Jeep,PatriotLatitude
760385,19498,2017,16248,Escondido, CA,Toyota,CamrySE
343203,42988,2013,57819,Mt. Juliet, TN,Ford,F-150SuperCrew
685279,6555,2008,176428,Topeka, KS,Nissan,Frontier2WD
631856,9987,2017,151,Las Vegas, NV,Nissan,Versa
519285,18929,2010,152140,Brandon, MS,Jeep,Wrangler
518188,40980,2016,20200,Lafayette, LA,Jeep,Wrangler
438004,11997,2015,37332,Old Hickory, TN,Hyundai,Elantra4dr
121781,14998,2013,73360,Jacksonville, AR,Chevrolet,CamaroCoupe
802056,32500,2017,8164,Myrtle Beach, SC,Toyota,SiennaSE
290586,23990,2015,41684,Homestead, FL,Ford,ExplorerXLT
117670,14994,2016,38909,Springville, UT,Chevrolet,Cruze
90898,12045,2012,34287,Nashville, TN,Chevrolet,Malibu2LT
546933,15991,2015,53522,Beaumont, TX,Kia,OptimaLX
121780,8495,2013,56866,Plymouth, MA,Chevrolet,SparkLS
546192,22500,2016,12901,Loves Park, IL,Kia,CadenzaSedan
827845,14998,2014,33024,Charleston, SC,Volkswagen,Passat1.8T
528847,14977,2016,40856,San Juan Capistrano, CA,Kia,SportageAWD
134366,27444,2017,18014,Granite City, IL,Chevrolet,ImpalaPremier
23895,47499,2006,24925,Trevose, PA,Bentley,Continental
307630,28619,2015,45155,Lakeville, MN,Ford,ExplorerLimited
532357,14987,2015,60145,Byron, GA,Kia,SorentoLX
660458,20344,2017,10,Metairie, LA,Nissan,RogueS
392568,18400,2015,20794,Winnsboro, LA,Honda,Accord
458082,21990,2017,31539,Northglenn, CO,Hyundai,Santa
596315,7900,2010,118699,Oakland Park, FL,Mercedes-Benz,C-Class4dr
405524,5946,2006,113025,N Lauderdale, FL,Honda,CR-V2WD
10685,38190,2016,29913,Duluth, GA,Acura,MDXSH-AWD
576322,22000,2015,37166,Watertown, CT,Lincoln,MKZAWD
597133,9450,2009,110210,Grove City, OH,Mercedes-Benz,C-Class4dr
638992,14833,2015,32126,Fredericksburg, VA,Nissan,Altima2.5
561168,17588,2011,93459,CINCINNATI, OH,Lexus,IS
747618,10570,2015,49082,Atlanta, GA,Toyota,CorollaLE
22994,34500,2014,45460,San Juan, TX,Audi,Q73.0T
532061,15000,2015,45104,Surprise, AZ,Kia,SorentoLX
153583,10995,2007,155468,Metairie, LA,Chevrolet,Suburban2WD
502970,19900,2006,33327,Elgin, IL,Jeep,Wrangler2dr
202768,25900,2007,209000,McLean, VA,Chrysler,3004dr
591407,25997,2016,4004,New Castle, DE,Mazda,CX-5Grand
719171,29588,2015,19556,Las cruces, NM,Ram,"1500Tradesman,"
32639,25977,2014,26339,Madison, WI,BMW,3
299546,21485,2012,66977,Hillsdale, MI,Ford,F-1504WD
379288,9995,2014,43245,Homestead, FL,Honda,Civic
400996,15195,2012,74095,Charlotte, NC,Honda,Accord
28678,5900,2002,127416,Conway, AR,BMW,3
223843,22685,2012,47360,Kernersville, NC,Dodge,Challenger2dr
309155,10288,2011,147989,Arlington, TX,Ford,Flex4dr
446246,8440,2012,55827,Mequon, WI,Hyundai,Accent5dr
798577,28895,2015,18728,Valdese, NC,Toyota,Tacoma4WD
713160,30477,2015,28939,Mendon, MA,Ram,1500Big
449980,4999,2005,69410,Punta Gorda, FL,Hyundai,Santa
248721,11980,2014,40654,American Fork, UT,Ford,FocusSedan
675021,21000,2016,48621,City of Industry, CA,Nissan,PathfinderS
181500,34000,2011,137908,Hollywood, FL,Chevrolet,Silverado
261697,9450,2014,109089,Kingman, AZ,Ford,EscapeSE
790743,16991,2015,65825,Garden Grove, CA,Toyota,Prius
432455,12494,2017,35925,Metairie, LA,Hyundai,Elantra4dr
221788,20625,2014,29198,HOUSTON, TX,Dodge,JourneyCrossroad
440509,6495,2013,119221,Manassas, VA,Hyundai,SonataGLS
19052,26899,2013,28246,Englewood, CO,Audi,A52.0T
170397,43815,2016,5015,Alachua, FL,Chevrolet,Silverado
42811,27975,2014,28108,Darien, CT,BMW,3
657716,10335,2015,5161,Hasbrouck Heights, NJ,Nissan,Versa
27726,16999,2011,52225,Bellingham, WA,BMW,3
459337,11965,2013,85874,Elizabeth, NJ,Hyundai,SonataLimited
576370,17995,2011,50371,Houston, TX,Lincoln,MKXFWD
296782,26499,2014,13749,Placentia, CA,Ford,F-1502WD
560927,30000,2014,36351,Portland, OR,Lexus,ES
12420,7999,2008,140548,Longmont, CO,Audi,A44dr
838905,9788,2008,90897,Boise, ID,Volkswagen,Eos2dr
470455,26489,2014,32423,Modesto, CA,INFINITI,Q50RWD
28214,18990,2013,50061,Kennesaw, GA,BMW,3
181103,32364,2014,31145,Jacksonville, FL,Chevrolet,Suburban2WD
335215,11299,2005,109679,Colorado Springs, CO,Ford,F-1504WD
609222,25471,2014,71840,Hialeah, FL,Mercedes-Benz,Sprinter
95136,7599,2012,72572,Festus, MO,Chevrolet,CruzeSedan
835494,16800,2015,37495,Newark, CA,Volkswagen,Jetta
615022,41999,2015,36828,Las Vegas, NV,Mercedes-Benz,GLA-ClassGLA45
467190,8500,2007,123070,Long Island City, NY,INFINITI,G35
307606,34000,2017,640,Fond du Lac, WI,Ford,Explorer4WD
154463,32988,2015,20974,Granite City, IL,Chevrolet,Silverado
812746,18988,2009,91000,Oklahoma City, OK,Toyota,Highlander
290549,7819,2015,40822,Fallston, MD,Ford,FiestaSedan
394348,18486,2014,26099,Denver, CO,Honda,Accord
517885,41717,2014,66660,Winnsboro, LA,Jeep,Grand
628338,13991,2014,57663,Waite Park, MN,Mitsubishi,Outlander
184646,55276,2015,27270,Boerne, TX,Chevrolet,Silverado
397161,4974,2006,117900,Corona, CA,Honda,Civic
206665,14395,2012,81359,Petersburg, VA,Dodge,Charger4dr
327235,25450,2014,51889,Tacoma, WA,Ford,FlexSEL
660137,22950,2014,25619,Edmonds, WA,Nissan,Maxima3.5
320412,35000,2016,3485,Montclair, CA,Ford,FocusHatchback
250065,8200,2014,63390,Greensboro, NC,Ford,FocusHatchback
527204,17990,2017,22056,Boardman, OH,Kia,OptimaLX
797792,27935,2015,36896,Roseville, CA,Toyota,HighlanderAWD
109602,17975,2015,39714,Shreveport, LA,Chevrolet,EquinoxFWD
794905,27892,2015,21601,Lodi, CA,Toyota,AvalonXLE
421308,17990,2012,114282,Raleigh, NC,Honda,OdysseyTouring
402788,17814,2014,29540,McMurray, PA,Honda,CR-VLX
528108,13944,2014,59152,Raynham, MA,Kia,OptimaEX
415859,2795,2000,194476,Pasadena, TX,Honda,Accord
245521,12774,2016,5004,Dunkirk, NY,Ford,FiestaSedan
518915,31571,2014,57607,Winston Salem, NC,Jeep,Wrangler
141274,21995,2016,7561,Metairie, LA,Chevrolet,EquinoxFWD
154102,18690,2011,100132,Bastrop, TX,Chevrolet,Suburban2WD
709801,23488,2013,55082,Jersey City, NJ,Ram,"1500SLT,"
731622,19699,2016,10679,Lindon, UT,Subaru,Forester2.5i
513393,27984,2013,49876,Merriam, KS,Jeep,Wrangler
30938,24995,2016,27947,Hayward, CA,BMW,3
323199,33880,2014,35615,Killeen, TX,Ford,F-1502WD
698426,4995,2006,93625,Roseville, CA,Pontiac,Grand
87376,16333,2017,38706,Raleigh, NC,Chevrolet,MalibuLT
581650,50777,2014,22242,Kirkland, WA,Maserati,QuattroporteS
81640,36900,2013,65095,Marietta, GA,Cadillac,EscaladePremium
499924,19034,2013,89985,Mt. Pleasant, TX,Jeep,WranglerSport
91298,14998,2014,32603,Merriam, KS,Chevrolet,Malibu1LT
635510,11599,2013,46531,Denton, TX,Nissan,AltimaCoupe
301145,8996,2008,112288,Lakewood, WA,Ford,Escape4WD
673298,13900,2014,31617,Carrollton, GA,Nissan,SentraSV
565004,26775,2013,35245,Towson, MD,Lexus,ES
821153,33999,2014,30614,Mays Landing, NJ,Toyota,HighlanderAWD
18679,24685,2012,24455,Coral Springs, FL,Audi,TT2dr
807286,32997,2015,23019,Jonesboro, AR,Toyota,Tacoma4WD
70741,24888,2014,27837,Delray Beach, FL,Cadillac,ATS2.0L
722986,39777,2011,54313,Salem, OR,Ram,35004WD
174519,47491,2017,12703,Siloam Springs, AR,Chevrolet,Silverado
785724,9995,2006,82000,San Diego, CA,Toyota,Tacoma2WD
310689,6995,2007,111000,Tucson, AZ,Ford,Escape2WD
700649,30642,2012,87774,Chantilly, VA,Porsche,CayenneAWD
514869,24999,2012,106565,Rochester, MN,Jeep,Wrangler
58760,17730,2015,15701,Buford, GA,Buick,EncoreConvenience
604446,18500,2010,44528,Denton, TX,Mercedes-Benz,E-Class2dr
382578,12777,2013,42499,Madison, CT,Honda,Civic
172318,32581,2010,25280,Shelbyville, TN,Chevrolet,Corvette2dr
75508,24900,2014,43932,Duluth, GA,Cadillac,CTS
763812,17489,2015,26874,Modesto, CA,Toyota,CamrySE
565859,30892,2015,45043,McKinney, TX,Lexus,RX
759286,16995,2017,36557,Chicago, IL,Toyota,CamryLE
648009,11635,2014,84673,Burlington, NJ,Nissan,Altima2.5
670372,22995,2014,29429,Salem, NH,Nissan,MuranoAWD
778084,18925,2014,40354,Auburn, MA,Toyota,RAV44X2
841810,6900,2008,96491,Pompano Beach, FL,Volkswagen,GTI2dr
68975,31880,2017,34716,Rome, GA,Buick,EnclaveLeather
220830,23454,2017,13452,Van Buren, AR,Dodge,JourneyCrossroad
197265,14990,2014,71882,Knightdale, NC,Chrysler,Town
706869,28000,2015,2980,Fairfax, VA,Ram,"1500Express,"
842536,11491,2014,31311,El Cajon, CA,Volkswagen,Jetta
652310,14995,2015,29015,Gurnee, IL,Nissan,SentraSV
16623,20980,2011,64951,Tucson, AZ,Audi,Q5quattro
49717,22900,2014,46879,Elizabeth, NJ,BMW,X3xDrive28i
851729,27991,2017,14700,Santa Monica, CA,Volvo,V60T5
781123,20390,2013,29910,South Easton, MA,Toyota,RAV44X4
219376,18940,2014,44501,Columbia, MO,Dodge,JourneyR/T
498133,15950,2011,88533,Red Bud, IL,Jeep,Grand
176540,33316,2015,26041,Hubbard, OR,Chevrolet,Silverado
484602,14662,2016,32775,Morehead City, NC,Jeep,PatriotLatitude
828949,10995,2014,50187,Pasadena, CA,Volkswagen,Jetta
389241,8990,2012,94306,North Hampton, NH,Honda,Accord
229233,18990,2016,29587,Homestead, FL,Dodge,ChallengerSXT
663486,18378,2015,17670,Duarte, CA,Nissan,RogueSV
342961,29990,2014,53496,Shreveport, LA,Ford,F-1504WD
513606,34460,2016,10135,Mascoutah, IL,Jeep,Wrangler
221140,19999,2007,82291,Puyallup, WA,Dodge,Charger4dr
750923,8088,2012,69061,Union City, GA,Toyota,Corolla4dr
156030,28995,2013,48958,Anchorage, AK,Chevrolet,Silverado
812693,32977,2015,34426,Washougal, WA,Toyota,4Runner4x2
62598,7250,2011,125882,Falls Church, VA,Buick,Regal4dr
139944,28424,2016,32295,Tucson, AZ,Chevrolet,CamaroCoupe
714058,33995,2017,20156,Selma, AL,Ram,1500Big
245591,13995,2014,29785,Manassas, VA,Ford,FusionSE
295715,8988,2012,40308,East Windsor, NJ,Ford,Focus4dr
177864,47309,2015,60934,Houston, TX,Chevrolet,Silverado
350941,18000,2015,31965,Louisville, KY,GMC,TerrainAWD
155010,31977,2016,17890,Lewisville, TX,Chevrolet,ColoradoCrew
223269,27754,2015,9984,Sanford, FL,Dodge,ChallengerR/T
832225,16500,2015,33987,Amarillo, TX,Volkswagen,Jetta
711795,23551,2011,63387,North Richland Hills, TX,Ram,15004WD
564339,12000,2008,75063,Boardman, OH,Lexus,ES
629133,9695,2014,54470,Doral, FL,Mitsubishi,LancerGT
475000,26000,2013,23713,Louisville, KY,INFINITI,M37M37
268126,12998,2012,66077,Memphis, TN,Ford,EscapeFWD
267070,10905,2011,88098,Kenosha, WI,Ford,Escape4WD
328590,14997,2011,68683,Sherwood, AR,Ford,Edge4dr
161556,33500,2014,44389,Beckley, WV,Chevrolet,Silverado
389381,5994,2007,120590,Gainesville, FL,Honda,Civic
107463,16488,2016,29356,Surprise, AZ,Chevrolet,TraxAWD
798574,16500,2008,106529,Depew, NY,Toyota,Tundra
349100,48990,2017,38072,Tallassee, AL,Ford,Super
158276,11000,2005,156751,Newport, OR,Chevrolet,Suburban4dr
606840,23950,2011,21840,Daytona, FL,Mercedes-Benz,E-Class4dr
444047,8473,2013,106061,Akron, OH,Hyundai,Elantra4dr
664130,18688,2015,21138,Saukville, WI,Nissan,RogueSV
626289,12900,2011,76000,Midvale, UT,MINI,Cooper
169053,31995,2013,118401,Hamilton, OH,Chevrolet,Silverado
608834,10977,2004,94933,San Diego, CA,Mercedes-Benz,SL-ClassSL500
66494,30900,2016,7099,Aiea, HI,Buick,EnclaveConvenience
25176,12990,2009,53762,Phoenix, AZ,BMW,3
191677,19720,2016,23648,St. Petersburg, FL,Chrysler,300Limited
604181,16477,2009,63004,Salem, OR,Mercedes-Benz,E-Class4dr
738048,17500,2013,54644,Milford, NH,Subaru,Outback2.5i
729529,13899,2016,7562,Colorado Springs, CO,Subaru,Impreza
464930,11605,2011,132941,Fort Smith, AR,Hyundai,Santa
749381,16000,2015,22560,Jacksonville, NC,Toyota,CamryLE
503167,21999,2015,16691,Eagle River, AK,Jeep,Wrangler
483353,17988,2015,25656,Wichita Falls, TX,Jeep,CherokeeLatitude
582608,9490,2011,77166,Stevenson Ranch, CA,Mazda,CX-7FWD
801981,8988,2006,184415,Chandler, AZ,Toyota,4Runner4dr
98520,7999,2012,84376,Fond du Lac, WI,Chevrolet,CruzeLT
712086,26057,2013,62372,Thornton, CO,Ram,"1500SLT,"
734519,13149,2012,95815,Fort Wayne, IN,Subaru,Legacy2.5i
504325,22995,2012,72580,Jacksonville, NC,Jeep,Wrangler4WD
749361,12887,2015,40112,Vernon, CT,Toyota,CorollaLE
108137,16897,2015,50367,Tallahassee, FL,Chevrolet,EquinoxFWD
517931,32900,2013,73219,Pelham, AL,Jeep,Wrangler
113880,4999,2006,135548,Baltimore, MD,Chevrolet,Equinox4dr
293771,20998,2014,72156,Lakewood, CO,Ford,EdgeSEL
708737,28900,2015,8212,Blue Springs, MO,Ram,"1500Express,"
171228,27995,2017,14727,Victorville, CA,Chevrolet,TraverseFWD
824135,12999,2016,6768,Huntington Beach, CA,Volkswagen,Jetta
372302,43755,2016,26177,Enfield, CT,GMC,Sierra
620218,57900,2015,28316,Gaithersburg, MD,Mercedes-Benz,S-ClassS550
303781,6449,2007,121440,Westfield, IN,Ford,Fusion4dr
178006,32933,2015,38863,Mora, MN,Chevrolet,Silverado
501402,17983,2007,54183,Katy, TX,Jeep,Wrangler4WD
468020,20955,2015,13105,District Heights, MD,INFINITI,Q40AWD
352127,19995,2015,28222,Defiance, OH,GMC,TerrainAWD
358619,6450,2006,175555,Bangor, WI,GMC,Canyon2WD
495735,9491,2008,127783,Lubbock, TX,Jeep,Commander4WD
367259,21995,2011,97160,Collinsville, IL,GMC,Yukon
427321,23995,2015,28269,Yonkers, NY,Honda,CR-VEX-L
587345,20990,2016,8000,Cape Girardeau, MO,Mazda,Mazda6Touring
578755,26730,2015,38263,Philadelphia, PA,Lincoln,MKX2WD
803778,27988,2013,41333,Burlington, VT,Toyota,Tundra
125766,24977,2017,10660,Lewisville, TX,Chevrolet,CamaroCoupe
433442,14499,2017,17065,Bloomington, MN,Hyundai,ElantraSE
254710,7000,2012,78594,Shreveport, LA,Ford,Fiesta5dr
754721,14982,2016,44595,Dallas, TX,Toyota,CamryLE
556427,24200,2015,15598,Duluth, GA,Lexus,IS
753261,18590,2017,3535,Sinking Spring, PA,Toyota,CorollaSE
688969,8949,2009,118347,Tacoma, WA,Nissan,Altima4dr
617144,47320,2017,18973,Silver Spring, MD,Mercedes-Benz,E-ClassE
648773,7888,2015,55614,Alpharetta, GA,Nissan,Versa1.6
636555,13982,2015,35385,Las Vegas, NV,Nissan,Altima2.5
115521,19300,2014,58387,North Little Rock, AR,Chevrolet,EquinoxFWD
443436,12900,2016,78,Hickory, NC,Hyundai,AccentSE
232174,17987,2008,175824,Fort Worth, TX,Dodge,Ram
776251,14990,2013,93325,Moss Point, MS,Toyota,RAV44X2
705546,22798,2014,34793,Nampa, ID,Ram,"1500Express,"
502380,26990,2014,36210,Catonsville, MD,Jeep,Grand
488985,17349,2017,18568,Van Buren, AR,Jeep,PatriotSport
468157,5799,2006,152907,Houston, TX,INFINITI,M35Sport
702239,47785,2013,57360,Hardeeville, SC,Porsche,PanameraPlatinum
718373,40988,2015,10485,Cincinnati, OH,Ram,"1500Rebel,"
819511,44991,2017,15744,Sunnyvale, CA,Toyota,HighlanderHybrid
303934,7800,2013,89329,Tallmadge, OH,Ford,FocusSedan
158312,38000,2017,11277,Junction City, KS,Chevrolet,Silverado
456163,15990,2013,89561,Olympia, WA,Hyundai,TucsonLimited
808039,32930,2015,24138,Littleton, CO,Toyota,Tacoma4WD
265272,17966,2016,42004,Vista, CA,Ford,MustangConvertible
36929,22505,2013,67367,Dallas, TX,BMW,X3xDrive35i
247455,13500,2016,25758,Tulsa, OK,Ford,FocusHatchback
699222,2999,2001,170429,Spokane, WA,Pontiac,Grand
131172,23985,2016,28088,Des Plaines, IL,Chevrolet,CamaroConvertible
59141,18886,2014,27151,Mentor, OH,Buick,EncoreLeather
761306,12684,2014,64956,Little Falls, NJ,Toyota,CorollaLE
707866,30000,2017,9216,East Wenatchee, WA,Ram,1500SLT
670502,7995,2004,106714,Pompano Beach, FL,Nissan,Titan2WD
635593,12094,2016,37077,Victorville, CA,Nissan,SentraSV
589316,17981,2014,20616,Tulsa, OK,Mazda,CX-5Touring
283587,20995,2014,35068,Bronx, NY,Ford,EdgeSEL
349940,18099,2015,19219,Lees Summit, MO,GMC,TerrainFWD
751682,15958,2015,22271,West Allis, WI,Toyota,CamryLE
184325,55998,2015,19225,CREVE COEUR, MO,Chevrolet,Suburban4WD
436092,13098,2014,36682,Norwood, MA,Hyundai,SonataGLS
833374,17977,2015,17766,Evanston, IL,Volkswagen,Passat4dr
616920,37964,2013,44880,Barrington, IL,Mercedes-Benz,GL-ClassGL450
124962,10995,2012,94500,Naugatuck, CT,Chevrolet,TraverseAWD
421218,24788,2012,31608,Peoria, AZ,Honda,OdysseyTouring
743180,30991,2016,30199,McKinney, TX,Subaru,Outback3.6R
521394,14500,2017,13096,St. Louis, MO,Kia,ForteLX
797404,16700,2010,105794,Pinconning, MI,Toyota,Tacoma4WD
520690,43875,2013,26514,Hoover, AL,Jeep,Wrangler
113125,13000,2013,103202,Chattanooga, TN,Chevrolet,EquinoxFWD
572635,43959,2016,13899,Miami, FL,Lexus,GX
409415,19988,2014,45710,Swanzey, NH,Honda,CR-VEX-L
448217,13985,2014,50866,Milledgeville, GA,Hyundai,TucsonSE
668538,10788,2014,45120,Orlando, FL,Nissan,Versa
746333,14900,2016,18395,Killeen, TX,Toyota,CorollaLE
267432,11995,2013,70100,Honolulu, HI,Ford,MustangConvertible
106301,12995,2014,71150,Madison, WI,Chevrolet,Cruze2LT
476712,7500,2005,136543,Harrisonburg, VA,INFINITI,QX564WD
579111,29985,2014,23639,Plymouth, MA,Lincoln,MKXAWD
162236,35698,2015,37090,St. Peters, MO,Chevrolet,Silverado
71602,12800,2011,98109,New Castle, PA,Cadillac,SRXFWD
817988,7995,2003,197701,Reno, NV,Toyota,Tundra2WD
48946,21995,2012,77196,Hayward, CA,BMW,X5AWD
472906,32500,2014,24608,Fort Lauderdale, FL,INFINITI,QX602WD
190570,15325,2015,37751,Boardman, OH,Chrysler,200S
208022,23144,2016,43018,Shelbyville, TN,Dodge,ChargerRT
805331,7988,2009,115346,Wichita Falls, TX,Toyota,Prius5dr
845228,8995,2011,121663,Cincinnati, OH,Volkswagen,Routan4dr
811031,7450,2005,254331,Kansas City, MO,Toyota,Tacoma2WD
744829,36991,2017,379,Manheim, PA,Subaru,WRXSTI
669002,24897,2014,17443,Raleigh, NC,Nissan,Murano2WD
738355,14500,2012,97413,McKinney, TX,Subaru,Outback3.6R
743490,15701,2015,80088,Lafayette, IN,Subaru,Legacy2.5i
50318,36995,2015,9310,Kinston, NC,BMW,2
73973,24999,2014,18960,Clearwater, FL,Cadillac,CTS
560721,7990,2004,121367,Indianapolis, IN,Lexus,RX
9236,29980,2014,26686,Philadelphia, PA,Acura,RLXwith
252101,8997,2013,50987,Wausau, WI,Ford,FocusSedan
832416,14795,2016,42627,Barre, VT,Volkswagen,Jetta
26464,17988,2012,40175,Spring Valley, NY,BMW,3
668545,16900,2016,47300,Middletown, CT,Nissan,QuestSV
207695,10500,2006,90876,Midwest City, OK,Dodge,Charger4dr
10754,29866,2014,50947,Fremont, CA,Acura,MDXAWD
358399,20988,2016,16802,Lauderdale Lakes, FL,GMC,Savana
12724,18500,2015,32483,City of Industry, CA,Audi,A3Sedan
734823,21490,2015,27535,Raleigh, NC,Subaru,XV
625216,7481,2008,67511,Raleigh, NC,MINI,Cooper
125929,17999,2014,33926,Hudson, MA,Chevrolet,TraverseLS
411586,11095,2007,98864,Glendale, AZ,Honda,CR-V2WD
459236,19950,2014,42126,Sanford, FL,Hyundai,Santa
92100,12000,2013,56667,Saint Louis, MO,Chevrolet,Malibu1LT
578891,15990,2006,91087,Edgewater Park, NJ,Lincoln,Mark
280263,9799,2008,110950,Draper, UT,Ford,Mustang2dr
793646,22995,2014,47670,Cedar Park, TX,Toyota,"SiennaXLE,"
230073,25400,2015,53456,Lubbock, TX,Dodge,Durango2WD
357899,21995,2014,66211,Middle Village, NY,GMC,AcadiaAWD
607034,17999,2010,88339,Greenville, WI,Mercedes-Benz,E-Class4dr
569123,36445,2015,24282,Charlotte, NC,Lexus,RX
4257,24777,2013,30844,Waukesha, WI,Acura,RDXAWD
274190,8495,2010,118671,East Syracuse, NY,Ford,Explorer4WD
667885,23900,2016,23719,Louisville, KY,Nissan,MuranoAWD
85721,15425,2015,22235,North Phoenix, AZ,Chevrolet,Malibu1LT
444359,13995,2014,58601,Albuquerque, NM,Hyundai,ElantraSE
615970,44444,2016,17055,Boerne, TX,Mercedes-Benz,GLEGLE350
70761,24550,2015,49571,White Plains, NY,Cadillac,ATS
348897,46743,2015,97861,Monroe, LA,Ford,Super
586871,14987,2015,56644,Alcoa, TN,Mazda,Mazda6Sport
236144,33999,2008,69476,Washington, NC,Dodge,Ram
754991,18503,2017,20482,Sarasota, FL,Toyota,CamrySE
518461,41500,2016,23355,Easton, PA,Jeep,Grand
415601,9195,2011,111334,Williamstown, NJ,Honda,Civic
125601,16800,2011,42368,Columbia, KY,Chevrolet,Camaro2dr
429759,20555,2006,119385,San Antonio, TX,HUMMER,H24dr
782436,8995,2008,183872,Longview, TX,Toyota,Camry4dr
253244,14000,2016,39629,Conway, AR,Ford,EscapeFWD
582739,11801,2016,32379,Orlando, FL,Mazda,Mazda3i
431605,12494,2017,32662,Redmond, OR,Hyundai,Elantra4dr
658709,10500,2010,55933,Cincinnati, OH,Nissan,RogueAWD
681503,21786,2016,23995,Anniston, AL,Nissan,FrontierCrew
433514,16500,2017,13102,East Providence, RI,Hyundai,SonataSport
341542,7977,2005,169007,Mesa, AZ,Ford,Crown
282807,18950,2014,40427,Columbus, IN,Ford,Econoline
565611,26995,2013,51921,Harrison, OH,Lexus,GS
205705,6500,2007,80000,Canton, OH,Dodge,Magnum4dr
569028,35477,2016,23783,Schaumburg, IL,Lexus,ES
831581,15450,2014,28826,Houston, TX,Volkswagen,Passat1.8T
24355,16990,2014,50241,San Antonio, TX,BMW,3
727922,11777,2012,116516,Mesa, AZ,Scion,xB5dr
174974,41972,2016,36082,Salisbury, NC,Chevrolet,Tahoe2WD
60337,23949,2016,4315,Sandwich, IL,Buick,EncoreLeather
715631,35995,2015,15835,Myrtle Beach, SC,Ram,"1500Laramie,"
121251,15194,2012,50827,Fairbanks, AK,Chevrolet,Silverado
567878,23950,2012,52513,Mesa, AZ,Lexus,RX
226196,10995,2004,139603,Bel Air, MD,Dodge,Ram
649207,15999,2016,42408,Lake Park, FL,Nissan,Altima2.5
432519,15197,2017,24182,Santa Clara, CA,Hyundai,Sonata2.4L
663908,18945,2016,27820,Gainesville, FL,Nissan,RogueSV
481248,15421,2016,38213,Santa Clara, CA,Jeep,CompassLatitude
671791,22877,2016,22440,Raleigh, NC,Nissan,RogueSL
529234,4914,2007,110893,WACO, TX,Kia,Optima4dr
268140,12897,2010,49184,Fredericksburg, VA,Ford,Escape4WD
218756,17500,2016,43609,Forest City, NC,Dodge,Grand
404436,17999,2014,41349,Newton, NJ,Honda,CR-VEX
258543,15990,2014,17976,Webster, NY,Ford,EscapeSE
187216,14488,2016,12288,Somerville, NJ,Chrysler,200Limited
700001,2995,2006,999999,Colorado Springs, CO,Pontiac,Grand
187957,11800,2014,48894,North Little Rock, AR,Chrysler,200Sedan
209778,15988,2017,27612,Fallston, MD,Dodge,JourneySXT
707005,15000,2011,86076,Medina, OH,Ram,Dakota4WD
731388,20977,2014,15913,Lodi, NJ,Subaru,BRZLimited
537390,15438,2015,34194,Newport News, VA,Kia,SoulAutomatic
478976,7988,2004,92935,San Diego, CA,Jaguar,XJ4dr
800787,15675,2013,94655,Thomasville, GA,Toyota,AvalonXLE
657598,21987,2016,20032,Lexington, KY,Nissan,Altima2.5
803807,24220,2014,75226,Lake Park, FL,Toyota,4Runner4x2
710957,27995,2014,22506,E. Providence, RI,Ram,"1500Express,"
536122,17366,2015,56790,Murphy, NC,Kia,SorentoLX
410524,6990,2006,145022,Abilene, TX,Honda,Accord
747968,12992,2015,43767,San Antonio, TX,Toyota,CorollaLE
709113,28977,2016,30088,Lewisville, TX,Ram,1500Lone
21314,24630,2012,97039,Lynn, MA,Audi,A74dr
600890,25991,2014,42320,Hoffman Estates, IL,Mercedes-Benz,CLA-ClassCLA250
215232,19839,2017,1408,Milwaukee, WI,Dodge,Grand
691542,30797,2015,93201,Concord, NC,Nissan,MuranoAWD
833362,10991,2012,81739,Lake Wales, FL,Volkswagen,Passat4dr
728335,5499,2013,19027,Peoria, AZ,smart,fortwo
439136,14201,2014,46247,Franklin, TN,Hyundai,SonataGLS
99351,14995,2014,43297,Nashville, TN,Chevrolet,MalibuLS
